rule,date,month,race_code,venue,race,p109,head_hit,rank_l50,actual_combo,payout100
P75-center,2026-07-12,2026-07,202607121909,19,09R,0.76661904,0,0,2-4-1,11070
P75-center,2026-07-13,2026-07,202607132311,23,11R,0.77616302,1,20,1-5-2,2050
P75-center,2026-07-13,2026-07,202607132302,23,02R,0.77637601,1,10,1-2-4,2350
P75-center,2026-07-13,2026-07,202607132212,22,12R,0.77355661,1,1,1-2-4,530
P75-center,2026-07-13,2026-07,202607132305,23,05R,0.77679101,1,4,1-2-3,340
P75-center,2026-07-13,2026-07,202607131401,14,01R,0.77265057,1,1,1-2-6,720
P75-center,2026-07-14,2026-07,202607140106,01,06R,0.77504551,1,5,1-3-4,1130
P75-center,2026-07-14,2026-07,202607140611,06,11R,0.7759299,1,3,1-3-2,850
P75-center,2026-07-14,2026-07,202607141511,15,11R,0.77340262,1,2,1-3-2,650
P75-center,2026-07-14,2026-07,202607140709,07,09R,0.77160502,1,1,1-2-3,700
P75-center,2026-07-14,2026-07,202607142105,21,05R,0.77007263,1,19,1-5-6,5800
P75-center,2026-07-15,2026-07,202607150611,06,11R,0.77269608,1,4,1-2-4,1200
P75-center,2026-07-15,2026-07,202607152112,21,12R,0.77003095,0,0,4-1-5,3980
P75-center,2026-07-15,2026-07,202607150806,08,06R,0.7804943,1,2,1-6-2,970
P75-center,2026-07-15,2026-07,202607152111,21,11R,0.7814175,0,0,3-1-2,5460
P75-center,2026-07-15,2026-07,202607150701,07,01R,0.78183203,1,8,1-4-6,3370
P75-center,2026-07-16,2026-07,202607162406,24,06R,0.77402481,1,2,1-4-5,650
P75-center,2026-07-16,2026-07,202607162408,24,08R,0.76788579,1,5,1-3-2,740
P75-center,2026-07-16,2026-07,202607161306,13,06R,0.78480039,0,0,3-4-1,18350
P75-center,2026-07-16,2026-07,202607161308,13,08R,0.76294909,1,4,1-2-3,600
P75-center,2026-07-16,2026-07,202607160709,07,09R,0.78769645,1,4,1-3-4,790
P75-center,2026-07-17,2026-07,202607171309,13,09R,0.77732,1,4,1-2-6,1550
P75-center,2026-07-17,2026-07,202607171306,13,06R,0.78099901,1,2,1-2-3,420
P75-center,2026-07-17,2026-07,202607172410,24,10R,0.78286799,0,0,3-1-2,17440
P75-center,2026-07-17,2026-07,202607172408,24,08R,0.766245,0,0,3-1-4,13950
P75-center,2026-07-17,2026-07,202607171712,17,12R,0.76466094,0,0,4-5-6,2480
P75-center,2026-07-18,2026-07,202607182105,21,05R,0.77471375,1,19,1-3-5,2200
P75-center,2026-07-18,2026-07,202607180402,04,02R,0.77214552,1,17,1-3-4,1410
P75-center,2026-07-18,2026-07,202607182009,20,09R,0.77861462,1,7,1-2-6,1420
P75-center,2026-07-18,2026-07,202607180812,08,12R,0.78013692,1,6,1-3-2,750
P75-center,2026-07-18,2026-07,202607181309,13,09R,0.76946515,1,8,1-2-3,1320
P75-center,2026-07-19,2026-07,202607191205,12,05R,0.77608803,0,0,6-5-1,2230
P75-center,2026-07-19,2026-07,202607191109,11,09R,0.77381007,1,18,1-6-2,10530
P75-center,2026-07-19,2026-07,202607190812,08,12R,0.77823613,1,3,1-2-3,560
P75-center,2026-07-19,2026-07,202607191804,18,04R,0.77920369,1,4,1-2-3,750
P75-center,2026-07-19,2026-07,202607192101,21,01R,0.78193411,1,15,1-2-3,1000
P75-center,2026-07-20,2026-07,202607201911,19,11R,0.7794525,1,4,1-2-4,770
P75-center,2026-07-20,2026-07,202607201103,11,03R,0.76960114,1,19,1-3-4,1640
P75-center,2026-07-20,2026-07,202607201211,12,11R,0.76871167,1,2,1-5-2,1380
P75-center,2026-07-20,2026-07,202607200912,09,12R,0.78212211,1,2,1-4-2,2070
P75-center,2026-07-20,2026-07,202607201805,18,05R,0.78592945,1,4,1-2-4,640
P75-center,2026-07-21,2026-07,202607212012,20,12R,0.77000783,1,14,1-3-6,6560
P75-center,2026-07-21,2026-07,202607210910,09,10R,0.78481979,1,2,1-2-4,520
P75-center,2026-07-21,2026-07,202607210907,09,07R,0.78526498,1,10,1-2-3,1600
P75-center,2026-07-21,2026-07,202607212010,20,10R,0.76457428,0,0,5-1-2,27060
P75-center,2026-07-21,2026-07,202607211910,19,10R,0.78881187,1,4,1-6-2,1400
P75-center,2026-07-22,2026-07,202607222411,24,11R,0.77287421,1,6,1-2-5,1410
P75-center,2026-07-22,2026-07,202607220503,05,03R,0.77211286,1,16,1-5-3,6840
P75-center,2026-07-22,2026-07,202607221910,19,10R,0.77100689,1,4,1-3-2,980
P75-center,2026-07-22,2026-07,202607221909,19,09R,0.78346541,1,18,1-3-2,2600
P75-center,2026-07-22,2026-07,202607221907,19,07R,0.78727705,0,0,3-1-4,2690
P75-center,2026-07-23,2026-07,202607230909,09,09R,0.77547042,1,15,1-3-4,3960
P75-center,2026-07-23,2026-07,202607230912,09,12R,0.77418795,1,2,1-2-5,900
P75-center,2026-07-23,2026-07,202607232209,22,09R,0.77415114,1,1,1-2-4,830
P75-center,2026-07-23,2026-07,202607231512,15,12R,0.77079146,1,11,1-3-5,1170
P75-center,2026-07-23,2026-07,202607231904,19,04R,0.7807761,1,6,1-2-3,1480
P75-center,2026-07-24,2026-07,202607241404,14,04R,0.77206773,1,2,1-6-2,2970
P75-center,2026-07-24,2026-07,202607242212,22,12R,0.77111077,1,4,1-3-4,830
P75-center,2026-07-24,2026-07,202607240112,01,12R,0.7793017,1,2,1-2-3,430
P75-center,2026-07-24,2026-07,202607241907,19,07R,0.76498843,0,0,5-4-1,49690
P75-center,2026-07-24,2026-07,202607241910,19,10R,0.78681356,0,0,6-1-3,20700
P75-center,2026-07-25,2026-07,202607250810,08,10R,0.77599308,1,11,1-2-3,870
P75-center,2026-07-25,2026-07,202607250310,03,10R,0.77610914,0,0,5-2-6,74530
P75-center,2026-07-25,2026-07,202607251210,12,10R,0.77318989,0,0,3-1-5,3570
P75-center,2026-07-25,2026-07,202607252301,23,01R,0.77812122,0,0,2-3-1,14430
P75-center,2026-07-25,2026-07,202607251511,15,11R,0.77166258,1,1,1-3-2,500
P75-center,2026-07-26,2026-07,202607260301,03,01R,0.7736782,1,5,1-2-4,1400
P75-center,2026-07-26,2026-07,202607260612,06,12R,0.76846762,0,0,4-1-6,22590
P75-center,2026-07-26,2026-07,202607261704,17,04R,0.78189015,1,1,1-3-6,420
P75-center,2026-07-26,2026-07,202607261304,13,04R,0.7818962,1,18,1-4-3,2400
P75-center,2026-07-26,2026-07,202607262101,21,01R,0.78219305,1,8,1-2-6,2780
P75-center,2026-07-27,2026-07,202607271401,14,01R,0.77807628,0,0,5-1-2,10050
P75-center,2026-07-27,2026-07,202607270905,09,05R,0.77842688,1,9,1-6-3,7490
P75-center,2026-07-27,2026-07,202607271005,10,05R,0.76919327,1,20,1-6-2,7190
P75-center,2026-07-27,2026-07,202607271911,19,11R,0.78467557,1,2,1-6-3,5230
P75-center,2026-07-27,2026-07,202607270912,09,12R,0.78530948,1,11,1-2-6,2600
P75-center,2026-07-28,2026-07,202607282102,21,02R,0.77187819,1,6,1-6-4,6250
P75-center,2026-07-28,2026-07,202607281705,17,05R,0.77171884,1,5,1-5-2,2080
P75-center,2026-07-28,2026-07,202607281002,10,02R,0.77097357,1,20,1-3-4,5420
P75-center,2026-07-28,2026-07,202607280411,04,11R,0.77048393,1,4,1-2-3,370
P75-center,2026-07-28,2026-07,202607281709,17,09R,0.76868872,1,2,1-2-3,610
P75-center,2026-07-29,2026-07,202607290410,04,10R,0.77291871,1,4,1-2-3,500
P75-center,2026-07-29,2026-07,202607291511,15,11R,0.78245126,0,0,3-1-5,2770
P75-center,2026-07-29,2026-07,202607291801,18,01R,0.78253491,1,7,1-4-3,1580
P75-center,2026-07-29,2026-07,202607291805,18,05R,0.76744759,1,9,1-6-5,5840
P75-center,2026-07-29,2026-07,202607291706,17,06R,0.76498116,1,2,1-2-4,470
P75-center,2026-07-30,2026-07,202607300809,08,09R,0.77567147,1,9,1-2-5,2330
P75-center,2026-07-30,2026-07,202607302412,24,12R,0.77710899,1,3,1-2-5,1780
P75-center,2026-07-30,2026-07,202607302301,23,01R,0.78099886,1,15,1-2-3,1800
P75-center,2026-07-30,2026-07,202607301803,18,03R,0.78200814,1,1,1-3-4,290
P75-center,2026-07-30,2026-07,202607302409,24,09R,0.7647358,1,14,1-4-6,7030
P75-center,2026-07-31,2026-07,202607311507,15,07R,0.77464976,0,0,2-1-3,7380
P75-center,2026-07-31,2026-07,202607311105,11,05R,0.77542981,1,10,1-2-5,2500
P75-center,2026-07-31,2026-07,202607312007,20,07R,0.77019195,1,3,1-3-2,520
P75-center,2026-07-31,2026-07,202607311610,16,10R,0.78161453,1,8,1-2-6,10110
P75-center,2026-07-31,2026-07,202607311611,16,11R,0.76678053,1,6,1-3-6,2280
P75-center,2026-08-01,2026-08,202608011312,13,12R,0.77429185,1,16,1-4-5,3240
P75-center,2026-08-01,2026-08,202608012001,20,01R,0.7730377,0,0,3-1-6,20640
P75-center,2026-08-01,2026-08,202608010508,05,08R,0.77710096,1,4,1-3-2,1290
P75-center,2026-08-01,2026-08,202608010511,05,11R,0.77721056,1,2,1-3-4,680
P75-center,2026-08-01,2026-08,202608011512,15,12R,0.77049452,1,5,1-3-6,910
P75-center,2026-08-02,2026-08,202608020612,06,12R,0.77478773,1,19,1-6-2,25400
P75-center,2026-08-02,2026-08,202608020806,08,06R,0.77173843,1,10,1-6-5,14390
P75-center,2026-08-02,2026-08,202608021601,16,01R,0.77126398,0,0,3-6-1,22400
P75-center,2026-08-02,2026-08,202608021310,13,10R,0.77981462,0,0,2-1-5,3970
P75-center,2026-08-02,2026-08,202608020610,06,10R,0.78098858,1,4,1-2-3,750
P75-center,2026-08-03,2026-08,202608032004,20,04R,0.773225,1,7,1-3-2,1870
P75-center,2026-08-03,2026-08,202608032112,21,12R,0.7796017,1,2,1-2-4,1030
P75-center,2026-08-03,2026-08,202608031905,19,05R,0.78103213,1,6,1-4-6,2320
P75-center,2026-08-03,2026-08,202608032111,21,11R,0.78318486,1,7,1-2-5,1440
P75-center,2026-08-03,2026-08,202608030803,08,03R,0.76609142,1,12,1-3-2,1300
P75-center,2026-08-04,2026-08,202608041312,13,12R,0.77149365,1,1,1-2-4,600
P75-center,2026-08-04,2026-08,202608040808,08,08R,0.77081536,1,1,1-3-4,570
P75-center,2026-08-04,2026-08,202608041909,19,09R,0.78636037,1,2,1-5-3,540
P75-center,2026-08-04,2026-08,202608040411,04,11R,0.76076021,1,1,1-4-2,610
P75-center,2026-08-04,2026-08,202608040604,06,04R,0.79018661,1,14,1-2-6,1400
P75-center,2026-08-05,2026-08,202608051711,17,11R,0.78064908,1,2,1-4-2,760
P75-center,2026-08-05,2026-08,202608050605,06,05R,0.78616015,1,14,1-4-3,3410
P75-center,2026-08-05,2026-08,202608051003,10,03R,0.78728789,0,0,5-1-4,6950
P75-center,2026-08-05,2026-08,202608051712,17,12R,0.78830698,1,4,1-3-2,1000
P75-center,2026-08-05,2026-08,202608050507,05,07R,0.75313844,0,0,3-4-2,31440
P75-center,2026-08-06,2026-08,202608061210,12,10R,0.77562827,0,0,4-5-1,2400
P75-center,2026-08-06,2026-08,202608062407,24,07R,0.76992232,0,0,5-1-4,10130
P75-center,2026-08-06,2026-08,202608061810,18,10R,0.78299658,1,2,1-3-4,1380
P75-center,2026-08-06,2026-08,202608061912,19,12R,0.78324206,1,1,1-2-5,890
P75-center,2026-08-06,2026-08,202608061211,12,11R,0.78850568,0,0,3-1-4,16380
P75-center,2026-08-07,2026-08,202608070411,04,11R,0.76875151,0,0,2-1-4,3680
P75-center,2026-08-07,2026-08,202608070211,02,11R,0.78336881,0,0,6-1-5,7980
P75-center,2026-08-07,2026-08,202608071712,17,12R,0.78372421,1,2,1-2-3,570
P75-center,2026-08-07,2026-08,202608072411,24,11R,0.76580319,1,12,1-3-4,1400
P75-center,2026-08-07,2026-08,202608071801,18,01R,0.76292486,1,4,1-2-4,950
P75-center,2026-08-08,2026-08,202608082005,20,05R,0.78006402,0,0,4-1-2,1970
P75-center,2026-08-08,2026-08,202608081002,10,02R,0.76763112,1,3,1-2-5,420
P75-center,2026-08-08,2026-08,202608081205,12,05R,0.76625388,0,0,6-1-4,6680
P75-center,2026-08-08,2026-08,202608080411,04,11R,0.78471195,1,2,1-3-2,600
P75-center,2026-08-08,2026-08,202608081701,17,01R,0.78474087,1,2,1-6-4,1810
P75-center,2026-08-09,2026-08,202608091804,18,04R,0.77457685,0,0,2-1-3,1990
P75-center,2026-08-09,2026-08,202608091308,13,08R,0.7783223,1,6,1-5-4,2800
P75-center,2026-08-09,2026-08,202608091604,16,04R,0.78336951,1,6,1-5-2,2050
P75-center,2026-08-09,2026-08,202608090511,05,11R,0.7656448,1,2,1-3-2,840
P75-center,2026-08-09,2026-08,202608091508,15,08R,0.78635894,1,2,1-2-4,520
P75-center,2026-08-10,2026-08,202608101506,15,06R,0.7770079,1,1,1-4-3,330
P75-center,2026-08-10,2026-08,202608102407,24,07R,0.77291268,1,2,1-2-3,510
P75-center,2026-08-10,2026-08,202608100906,09,06R,0.77241621,1,11,1-5-3,1830
P75-center,2026-08-10,2026-08,202608102403,24,03R,0.78234129,1,4,1-3-2,1020
P75-center,2026-08-10,2026-08,202608101311,13,11R,0.78326509,1,4,1-6-4,4280
P75-center,2026-08-11,2026-08,202608111905,19,05R,0.77381638,1,3,1-2-3,730
P75-center,2026-08-11,2026-08,202608112302,23,02R,0.77996498,1,6,1-4-3,2600
P75-center,2026-08-11,2026-08,202608111612,16,12R,0.78115045,1,12,1-3-4,1730
P75-center,2026-08-11,2026-08,202608111509,15,09R,0.78338666,0,0,2-4-6,31580
P75-center,2026-08-11,2026-08,202608111312,13,12R,0.76294194,0,0,2-3-1,10020
P75-center,2026-08-12,2026-08,202608122110,21,10R,0.77550893,1,19,1-6-4,14860
P75-center,2026-08-12,2026-08,202608121912,19,12R,0.77269176,0,0,5-1-4,29300
P75-center,2026-08-12,2026-08,202608120710,07,10R,0.77798335,1,11,1-6-2,7140
P75-center,2026-08-12,2026-08,202608121908,19,08R,0.77802496,1,1,1-3-5,640
P75-center,2026-08-12,2026-08,202608122208,22,08R,0.77171563,1,13,1-6-2,4760
P75-center,2026-08-13,2026-08,202608132411,24,11R,0.77618183,1,4,1-2-3,2050
P75-center,2026-08-13,2026-08,202608130607,06,07R,0.77886095,1,6,1-6-2,5510
P75-center,2026-08-13,2026-08,202608131306,13,06R,0.77927455,0,0,3-1-2,3360
P75-center,2026-08-13,2026-08,202608131311,13,11R,0.77038034,1,12,1-5-4,2970
P75-center,2026-08-13,2026-08,202608130712,07,12R,0.78184664,0,0,4-5-1,39790
P75-center,2026-08-14,2026-08,202608141912,19,12R,0.77284289,1,2,1-3-4,610
P75-center,2026-08-14,2026-08,202608140612,06,12R,0.77175603,1,4,1-3-4,830
P75-center,2026-08-14,2026-08,202608140410,04,10R,0.78007794,1,11,1-3-6,4360
P75-center,2026-08-14,2026-08,202608141905,19,05R,0.76859192,1,2,1-2-3,440
P75-center,2026-08-14,2026-08,202608142112,21,12R,0.76839032,1,2,1-2-3,530
P75-center,2026-08-15,2026-08,202608151909,19,09R,0.77522601,1,8,1-2-5,1060
P75-center,2026-08-15,2026-08,202608150812,08,12R,0.77416942,1,3,1-4-3,1860
P75-center,2026-08-15,2026-08,202608150612,06,12R,0.77270544,1,5,1-3-4,1040
P75-center,2026-08-15,2026-08,202608150609,06,09R,0.77208729,0,0,5-1-3,32510
P75-center,2026-08-15,2026-08,202608150610,06,10R,0.7789451,1,9,1-2-3,570
P75-center,2026-08-16,2026-08,202608161805,18,05R,0.77464432,1,8,1-2-3,1420
P75-center,2026-08-16,2026-08,202608160905,09,05R,0.77198564,1,3,1-2-3,1320
P75-center,2026-08-16,2026-08,202608162208,22,08R,0.77810075,1,14,1-3-4,1070
P75-center,2026-08-16,2026-08,202608162407,24,07R,0.7781448,0,0,5-1-3,7440
P75-center,2026-08-16,2026-08,202608161001,10,01R,0.77829558,1,7,1-2-4,400
P75-center,2026-08-17,2026-08,202608170905,09,05R,0.77614338,1,5,1-2-4,1090
P75-center,2026-08-17,2026-08,202608171403,14,03R,0.77690616,1,5,1-3-2,590
P75-center,2026-08-17,2026-08,202608171001,10,01R,0.77745246,1,10,1-4-2,3360
P75-center,2026-08-17,2026-08,202608170901,09,01R,0.7722201,0,0,5-4-1,54340
P75-center,2026-08-17,2026-08,202608172010,20,10R,0.77124563,1,9,1-2-4,1050
P75-center,2026-08-18,2026-08,202608181311,13,11R,0.77616501,1,1,1-3-5,900
P75-center,2026-08-18,2026-08,202608181312,13,12R,0.77709602,0,0,4-6-1,2310
P75-center,2026-08-18,2026-08,202608182009,20,09R,0.77175452,1,5,1-5-3,1370
P75-center,2026-08-18,2026-08,202608180910,09,10R,0.77134628,1,2,1-2-3,310
P75-center,2026-08-18,2026-08,202608181512,15,12R,0.76654499,1,13,1-5-3,6980
P75-center,2026-08-19,2026-08,202608191701,17,01R,0.7739031,0,0,5-1-3,6110
P75-center,2026-08-19,2026-08,202608191411,14,11R,0.77350536,1,1,1-2-5,840
P75-center,2026-08-19,2026-08,202608191607,16,07R,0.77935178,1,1,1-2-4,440
P75-center,2026-08-19,2026-08,202608191412,14,12R,0.78363556,0,0,2-1-3,7940
P75-center,2026-08-19,2026-08,202608192010,20,10R,0.76449421,1,6,1-3-2,1040
P75-center,2026-08-20,2026-08,202608201611,16,11R,0.77775899,1,1,1-2-3,400
P75-center,2026-08-20,2026-08,202608201602,16,02R,0.76874316,1,6,1-3-2,1520
P75-center,2026-08-20,2026-08,202608202412,24,12R,0.78168628,1,1,1-3-4,910
P75-center,2026-08-20,2026-08,202608200905,09,05R,0.78310983,1,3,1-2-3,560
P75-center,2026-08-20,2026-08,202608200910,09,10R,0.78343669,0,0,4-1-6,10080
P75-center,2026-08-21,2026-08,202608211609,16,09R,0.7753772,0,0,3-1-4,5480
P75-center,2026-08-21,2026-08,202608211512,15,12R,0.77634242,0,0,2-3-1,17310
P75-center,2026-08-21,2026-08,202608210707,07,07R,0.7720054,1,1,1-3-4,430
P75-center,2026-08-21,2026-08,202608212102,21,02R,0.76902284,1,9,1-6-3,2010
P75-center,2026-08-21,2026-08,202608211505,15,05R,0.76857252,1,7,1-3-5,1240
P75-center,2026-08-22,2026-08,202608220412,04,12R,0.77578628,1,3,1-2-3,680
P75-center,2026-08-22,2026-08,202608222312,23,12R,0.77399494,1,4,1-2-4,850
P75-center,2026-08-22,2026-08,202608220207,02,07R,0.77316816,0,0,5-1-3,30190
P75-center,2026-08-22,2026-08,202608220707,07,07R,0.77202674,1,4,1-4-3,690
P75-center,2026-08-22,2026-08,202608222009,20,09R,0.77860314,0,0,4-5-2,33670
P75-center,2026-08-23,2026-08,202608232010,20,10R,0.77823845,0,0,4-3-1,12170
P75-center,2026-08-23,2026-08,202608230709,07,09R,0.76862671,1,8,1-4-6,4070
P75-center,2026-08-23,2026-08,202608231607,16,07R,0.76616406,1,4,1-2-3,730
P75-center,2026-08-23,2026-08,202608232012,20,12R,0.76589231,0,0,2-3-4,21020
P75-center,2026-08-23,2026-08,202608230312,03,12R,0.76402572,1,11,1-4-3,3830
P75-center,2026-08-24,2026-08,202608240803,08,03R,0.7739365,1,5,1-2-6,1800
P75-center,2026-08-24,2026-08,202608241911,19,11R,0.76515663,0,0,3-2-5,17080
P75-center,2026-08-24,2026-08,202608242008,20,08R,0.78546309,1,1,1-2-3,710
P75-center,2026-08-24,2026-08,202608241305,13,05R,0.7858299,0,0,4-1-5,2650
P75-center,2026-08-24,2026-08,202608242103,21,03R,0.76101278,1,1,1-3-5,590
P75-center,2026-08-25,2026-08,202608252201,22,01R,0.77655099,1,19,1-3-5,1180
P75-center,2026-08-25,2026-08,202608251511,15,11R,0.77726068,1,4,1-3-4,1410
P75-center,2026-08-25,2026-08,202608250806,08,06R,0.78052783,1,1,1-3-5,440
P75-center,2026-08-25,2026-08,202608252101,21,01R,0.76372295,0,0,3-4-5,8940
P75-center,2026-08-25,2026-08,202608250310,03,10R,0.78732884,1,2,1-2-5,760
P75-center,2026-08-26,2026-08,202608261012,10,12R,0.77546135,0,0,3-4-6,19730
P75-center,2026-08-26,2026-08,202608262204,22,04R,0.77155917,1,1,1-3-6,800
P75-center,2026-08-26,2026-08,202608261401,14,01R,0.77055054,1,12,1-6-3,9440
P75-center,2026-08-26,2026-08,202608262006,20,06R,0.76845488,1,11,1-3-6,1300
P75-center,2026-08-26,2026-08,202608261803,18,03R,0.78431622,0,0,3-1-4,4050
P75-center,2026-08-27,2026-08,202608270402,04,02R,0.77501912,1,6,1-4-6,1630
P75-center,2026-08-27,2026-08,202608270803,08,03R,0.77589651,1,15,1-3-5,1660
P75-center,2026-08-27,2026-08,202608271510,15,10R,0.77730509,1,4,1-2-6,2430
P75-center,2026-08-27,2026-08,202608270911,09,11R,0.77015672,1,17,1-2-5,2520
P75-center,2026-08-27,2026-08,202608270806,08,06R,0.76803909,1,16,1-4-2,1590
P75-center,2026-08-28,2026-08,202608281106,11,06R,0.77967154,0,0,4-5-2,10440
P75-center,2026-08-28,2026-08,202608281701,17,01R,0.7852592,0,0,3-6-5,25870
P75-center,2026-08-28,2026-08,202608281303,13,03R,0.78651036,1,8,1-3-4,880
P75-center,2026-08-28,2026-08,202608281702,17,02R,0.7873756,1,1,1-2-5,680
P75-center,2026-08-28,2026-08,202608281309,13,09R,0.76176745,1,17,1-6-5,1340
P75-center,2026-08-29,2026-08,202608290110,01,10R,0.76332635,1,14,1-5-3,1580
P75-center,2026-08-29,2026-08,202608291907,19,07R,0.78686428,1,5,1-3-2,680
P75-center,2026-08-29,2026-08,202608290710,07,10R,0.80066719,1,6,1-3-5,1460
P75-center,2026-08-29,2026-08,202608290712,07,12R,0.74570972,0,0,3-1-5,15670
P75-center,2026-08-29,2026-08,202608291905,19,05R,0.73620878,1,10,1-3-2,1380
P75-center,2026-08-30,2026-08,202608301608,16,08R,0.77400242,1,10,1-2-5,1110
P75-center,2026-08-30,2026-08,202608300112,01,12R,0.77155882,1,5,1-2-3,580
P75-center,2026-08-30,2026-08,202608301701,17,01R,0.770072,1,1,1-2-3,480
P75-center,2026-08-30,2026-08,202608300801,08,01R,0.7663373,0,0,6-5-2,158020
P75-center,2026-08-30,2026-08,202608302311,23,11R,0.76580309,1,10,1-2-4,1370
P75-center,2026-08-31,2026-08,202608311809,18,09R,0.77122176,1,16,1-4-2,3150
P75-center,2026-08-31,2026-08,202608311111,11,11R,0.78061883,0,0,5-1-2,28330
P75-center,2026-08-31,2026-08,202608310706,07,06R,0.78193458,0,0,4-1-3,1590
P75-center,2026-08-31,2026-08,202608311908,19,08R,0.7665371,0,0,6-2-4,142170
P75-center,2026-08-31,2026-08,202608311801,18,01R,0.79506049,0,0,4-5-2,4930
P-high,2026-03-01,2026-03,202603012409,24,09R,0.92284722,1,4,1-2-5,1000
P-high,2026-03-01,2026-03,202603012008,20,08R,0.87786934,1,15,1-4-3,1760
P-high,2026-03-01,2026-03,202603012411,24,11R,0.85303812,1,19,1-2-5,5600
P-high,2026-03-01,2026-03,202603010309,03,09R,0.84995516,1,13,1-3-2,1100
P-high,2026-03-01,2026-03,202603010801,08,01R,0.84377843,0,0,3-5-1,83230
P-high,2026-03-02,2026-03,202603021311,13,11R,0.91124433,1,8,1-2-4,1020
P-high,2026-03-02,2026-03,202603022212,22,12R,0.90682039,1,2,1-2-3,370
P-high,2026-03-02,2026-03,202603021804,18,04R,0.88527759,1,1,1-2-4,350
P-high,2026-03-02,2026-03,202603022412,24,12R,0.87682406,0,0,2-3-1,33340
P-high,2026-03-02,2026-03,202603020802,08,02R,0.86575949,1,13,1-2-6,5500
P-high,2026-03-03,2026-03,202603031803,18,03R,0.92815525,1,17,1-3-4,2720
P-high,2026-03-03,2026-03,202603031311,13,11R,0.91472455,1,8,1-6-5,2920
P-high,2026-03-03,2026-03,202603031811,18,11R,0.91088947,0,0,2-1-3,8150
P-high,2026-03-03,2026-03,202603032406,24,06R,0.89917937,1,5,1-2-4,800
P-high,2026-03-03,2026-03,202603032105,21,05R,0.87414671,1,4,1-2-3,550
P-high,2026-03-04,2026-03,202603042201,22,01R,0.86629203,1,7,1-2-6,620
P-high,2026-03-04,2026-03,202603041809,18,09R,0.86449713,0,0,2-1-4,2910
P-high,2026-03-04,2026-03,202603041510,15,10R,0.8611273,1,5,1-3-4,1120
P-high,2026-03-04,2026-03,202603041801,18,01R,0.85639196,1,4,1-3-2,620
P-high,2026-03-04,2026-03,202603040710,07,10R,0.85213097,1,1,1-2-3,390
P-high,2026-03-05,2026-03,202603051803,18,03R,0.87535581,1,3,1-5-2,1170
P-high,2026-03-05,2026-03,202603052008,20,08R,0.85995296,0,0,2-1-3,2010
P-high,2026-03-05,2026-03,202603050710,07,10R,0.85354893,0,0,5-4-3,129670
P-high,2026-03-05,2026-03,202603051305,13,05R,0.83823897,1,4,1-2-3,520
P-high,2026-03-05,2026-03,202603051812,18,12R,0.83280355,1,6,1-2-5,1880
P-high,2026-03-06,2026-03,202603060704,07,04R,0.84421566,1,3,1-2-3,1270
P-high,2026-03-06,2026-03,202603061701,17,01R,0.83419539,1,9,1-3-2,970
P-high,2026-03-06,2026-03,202603060607,06,07R,0.82862281,1,8,1-5-3,3780
P-high,2026-03-06,2026-03,202603061212,12,12R,0.81975093,1,2,1-2-3,690
P-high,2026-03-06,2026-03,202603060108,01,08R,0.81310205,0,0,4-2-5,70170
P-high,2026-03-07,2026-03,202603070207,02,07R,0.8422423,1,6,1-6-3,2430
P-high,2026-03-07,2026-03,202603071607,16,07R,0.8338032,1,1,1-2-3,740
P-high,2026-03-07,2026-03,202603071001,10,01R,0.830051,1,2,1-6-2,1580
P-high,2026-03-07,2026-03,202603072011,20,11R,0.82941708,1,4,1-2-3,960
P-high,2026-03-07,2026-03,202603071107,11,07R,0.82045409,1,1,1-6-4,860
P-high,2026-03-08,2026-03,202603082312,23,12R,0.85514116,1,3,1-3-2,750
P-high,2026-03-08,2026-03,202603080207,02,07R,0.82888767,1,3,1-4-2,990
P-high,2026-03-08,2026-03,202603081301,13,01R,0.82633347,1,3,1-4-3,1230
P-high,2026-03-08,2026-03,202603081312,13,12R,0.82200259,0,0,3-5-2,7550
P-high,2026-03-08,2026-03,202603081311,13,11R,0.81511892,1,8,1-4-5,1990
P-high,2026-03-09,2026-03,202603092409,24,09R,0.89393225,1,11,1-2-3,1000
P-high,2026-03-09,2026-03,202603092407,24,07R,0.87350034,1,12,1-4-5,2630
P-high,2026-03-09,2026-03,202603091311,13,11R,0.85342904,1,2,1-5-3,1330
P-high,2026-03-09,2026-03,202603091705,17,05R,0.8329257,1,5,1-2-3,480
P-high,2026-03-09,2026-03,202603091709,17,09R,0.83055606,0,0,4-5-1,5670
P-high,2026-03-10,2026-03,202603101311,13,11R,0.85743003,1,8,1-4-3,1540
P-high,2026-03-10,2026-03,202603102406,24,06R,0.85180584,1,7,1-2-6,1880
P-high,2026-03-10,2026-03,202603100106,01,06R,0.85051099,1,1,1-2-3,430
P-high,2026-03-10,2026-03,202603101312,13,12R,0.84482576,1,9,1-2-5,3140
P-high,2026-03-10,2026-03,202603101306,13,06R,0.82426977,1,4,1-4-2,730
P-high,2026-03-11,2026-03,202603112012,20,12R,0.89769127,1,9,1-3-2,510
P-high,2026-03-11,2026-03,202603111801,18,01R,0.88277159,1,6,1-2-3,850
P-high,2026-03-11,2026-03,202603112211,22,11R,0.87852848,1,4,1-5-6,1770
P-high,2026-03-11,2026-03,202603112010,20,10R,0.84623617,1,7,1-4-2,1180
P-high,2026-03-11,2026-03,202603112409,24,09R,0.84398975,0,0,5-1-3,12260
P-high,2026-03-12,2026-03,202603122409,24,09R,0.88150874,1,5,1-2-3,620
