actual_combo,date,flat_invest,flat_return,head,head_ev,head_hit,head_prob,kelly_invest,kelly_raw,kelly_return,kelly_total,model,payout100,race_code,score,synthetic_odds,winner
1-4-6,2026-08-01,2000,0,5,2.1515754919988272,0,0.1589505725905501,0,0.09186053132810063,0,0,5頭展開,1060,202608011607,53.156333333333336,13.536129231451051,1
1-5-6,2026-08-01,2000,0,5,0.777282143225081,0,0.20403991707405827,0,0.0,0,0,5頭展開,1640,202608012003,72.79466666666667,3.8094611798090416,1
5-4-6,2026-08-01,2000,12730,5,1.605107639696685,1,0.1956295874659866,0,0.08398637902806012,0,0,5頭展開,12730,202608012012,75.23333333333333,8.20483067253699,5
1-4-2,2026-08-02,2000,0,3,0.5771446711407341,0,0.15800967855276368,0,0.0,0,0,3まくり,2340,202608020603,25.674666666666674,3.6525906287949947,1
1-6-2,2026-08-02,2000,0,3,1.0996557398250224,0,0.20524759537054577,0,0.022868867072352167,0,0,3まくり,25400,202608020612,52.584666666666664,5.357703401298067,1
1-3-5,2026-08-02,2000,0,3,0.5808952382649464,0,0.17548916540105242,0,0.0,0,0,3まくり,830,202608021307,48.34800000000001,3.3101487316177227,1
1-3-4,2026-08-02,2000,0,3,0.40705004993776045,0,0.24684446432384166,0,0.0,0,0,3まくり,690,202608022103,67.746,1.6490142934853946,1
3-1-4,2026-08-02,2000,1750,3,0.5892129287241101,1,0.2640115141611867,0,0.0,0,0,3まくり差し,1750,202608021301,70.206,2.2317698172981144,3
5-4-1,2026-08-02,2000,7510,5,2.0373083344543588,1,0.25131504310702407,0,0.1459642598052593,0,0,5頭展開,7510,202608020110,72.13366666666667,8.106591269933485,5
1-3-2,2026-08-02,2000,0,5,3.4927170674180448,0,0.20503177010901294,0,0.1554547185924374,0,0,5頭展開,2830,202608020512,65.70366666666668,17.03500421208386,1
4-2-5,2026-08-02,2000,0,5,1.6840249998345826,0,0.20331943550072892,0,0.09392520713415531,0,0,5頭展開,5280,202608020609,64.80233333333334,8.282656282648125,4
1-2-4,2026-08-02,2000,0,5,1.8790157126102003,0,0.1616902364025355,0,0.08276139866471058,0,0,5頭展開,560,202608020810,32.830999999999996,11.62108334069289,1
1-4-2,2026-08-02,2000,0,5,3.1379425051557157,0,0.15908345817524328,0,0.1141750186014235,0,0,5頭展開,2370,202608021103,48.35033333333333,19.725133845776842,1
1-2-3,2026-08-02,2000,0,5,2.766369725458575,0,0.12681394763500975,0,0.08486288478929921,0,0,5頭展開,930,202608021112,42.25833333333333,21.814396421288116,1
1-3-5,2026-08-02,2000,0,5,0.6634023521276325,0,0.13601390815255007,0,0.0,0,0,5頭展開,2200,202608022206,38.224000000000004,4.877459674076682,1
2-3-5,2026-08-03,2000,0,3,0.6202847749236322,0,0.2126729647677007,0,0.0,0,0,3まくり,1580,202608030102,54.074,2.9166131934125215,2
1-3-4,2026-08-03,2000,0,3,1.1857369180104784,0,0.31182409640812564,0,0.06627348311706202,0,0,3まくり,610,202608030411,82.21433333333336,3.802582711435318,1
1-6-3,2026-08-03,2000,0,3,0.5270129160854511,0,0.1304050186623138,0,0.0,0,0,3まくり,5730,202608030611,22.764666666666667,4.041354554383837,1
1-4-5,2026-08-03,2000,0,3,0.5163216085010233,0,0.2792964003194699,0,0.0,0,0,3まくり,2910,202608031301,72.24300000000001,1.8486511387559412,1
3-4-5,2026-08-03,2000,870,3,0.4368142386837821,1,0.21303556246759062,0,0.0,0,0,3まくり,870,202608031907,58.512666666666675,2.0504287341707808,3
1-6-3,2026-08-03,2000,0,5,3.4388302570700935,0,0.16137901419949566,0,0.12008600388549355,0,0,5頭展開,5730,202608030611,50.869,21.309030013152977,1
4-5-6,2026-08-03,2000,0,5,1.2699629335815055,0,0.26969018089784336,0,0.07278649968018654,0,0,5頭展開,7090,202608031304,72.271,4.708969860725326,4
5-4-6,2026-08-03,2000,9050,5,1.1498515139157164,1,0.1953429416066207,0,0.03066754598304675,0,0,5頭展開,9050,202608031707,61.86833333333334,5.886322303015554,5
4-1-5,2026-08-03,2000,0,5,0.5856349205174228,0,0.1831217004139014,0,0.0,0,0,5頭展開,3800,202608031902,57.467333333333336,3.1980640153173523,4
6-1-2,2026-08-03,2000,0,5,1.4478238324698611,0,0.2284705352373103,0,0.08390886458307553,0,0,5頭展開,7610,202608032006,68.752,6.337026483375721,6
1-3-2,2026-08-03,2000,0,5,2.361026069645288,0,0.1337947998567778,0,0.08175990210722016,0,0,5頭展開,1170,202608032010,44.980000000000004,17.64662058744193,1
4-1-2,2026-08-03,2000,0,5,0.864860148267517,0,0.12586169481661735,0,0.0,0,0,5頭展開,7540,202608032309,39.541666666666664,6.871512015849087,4
1-3-6,2026-08-04,2000,0,3,0.739401431083965,0,0.21794875102230635,0,0.0,0,0,3まくり,1110,202608040503,60.089,3.3925472278035205,1
4-5-2,2026-08-04,2000,0,3,2.729993370665255,0,0.22690701329319354,0,0.15682544375608573,0,0,3まくり,16220,202608040612,63.795000000000016,12.0313309449706,4
3-1-2,2026-08-04,2000,1760,3,0.5159830396047423,1,0.30620422474580505,0,0.0,0,0,3まくり,1760,202608041003,86.16433333333333,1.6850944497355802,3
3-4-5,2026-08-04,2000,5650,3,0.7780017518239888,1,0.21407434324839142,0,0.0,0,0,3まくり,5650,202608041706,56.95433333333334,3.6342596689472026,3
3-1-6,2026-08-04,2000,1370,3,0.39154517604889194,1,0.25886361638243327,0,0.0,0,0,3まくり,1370,202608042108,69.35666666666667,1.5125539136038377,3
1-2-4,2026-08-04,2000,0,5,1.5815546643480225,0,0.20891080947086932,0,0.08851025358750343,0,0,5頭展開,2710,202608041004,60.37833333333333,7.570477891277118,1
2-4-1,2026-08-04,2000,0,5,1.0661041901945614,0,0.20269359170186563,0,0.01551856759746764,0,0,5頭展開,11670,202608041005,65.11300000000001,5.259683748476143,2
4-1-3,2026-08-04,2000,0,5,2.8021422838837404,0,0.2503697725961891,2100,0.17681903531999618,0,2100,5頭展開,2590,202608041208,71.08900000000001,11.192015133564858,4
1-3-6,2026-08-04,2000,0,5,2.830298024960647,0,0.1597313210745614,0,0.10947336423452814,0,0,5頭展開,3250,202608041212,52.77299999999999,17.7191173648372,1
1-3-6,2026-08-05,2000,0,3,0.705868445627125,0,0.2179996631888598,0,0.0,0,0,3まくり,580,202608050609,54.95633333333335,3.237933652290139,1
3-1-5,2026-08-05,2000,1080,3,0.44164966461020194,1,0.15692357215750036,0,0.0,0,0,3まくり,1080,202608050910,44.627,2.8144252551613405,3
1-2-3,2026-08-05,2000,0,3,0.3820365597976806,0,0.17739851174570018,0,0.0,0,0,3まくり,3230,202608051004,36.181666666666665,2.153549970843769,1
3-1-4,2026-08-05,2000,1720,3,0.6914256437964237,1,0.30648143637331965,0,0.0,0,0,3まくり,1720,202608051707,76.08033333333334,2.2560114960901263,3
3-1-2,2026-08-05,2000,4900,3,0.39331908273596905,1,0.30940483559460175,0,0.0,0,0,3まくり,4900,202608051709,84.23666666666666,1.2712118153554526,3
5-4-6,2026-08-05,2000,1430,5,0.546342065962153,1,0.20377394049476885,0,0.0,0,0,5頭展開,1430,202608050401,77.97233333333334,2.68111842287399,5
5-1-3,2026-08-05,2000,20600,5,0.575404411060836,1,0.1906359068253955,0,0.0,0,0,5頭展開,20600,202608050407,78.85233333333333,3.0183422453979363,5
1-2-6,2026-08-05,2000,0,5,2.8195935614046643,0,0.2429168950710657,2000,0.17154267898760767,0,2000,5頭展開,1970,202608050610,75.00633333333334,11.607235308107278,1
1-4-3,2026-08-05,2000,0,5,1.5637796289915755,0,0.18964634502472433,0,0.0778081335232592,0,0,5頭展開,1210,202608050611,63.88100000000001,8.245767292734824,1
2-4-1,2026-08-05,2000,0,5,0.7665438208783152,0,0.17259334538367796,0,0.0,0,0,5頭展開,5100,202608050907,56.44533333333334,4.441328946804265,2
4-1-3,2026-08-05,2000,0,5,0.9133469149156807,0,0.17402459177404775,0,0.0,0,0,5頭展開,3950,202608051402,56.82966666666667,5.248378436661202,4
1-3-2,2026-08-05,2000,0,5,1.875813285117477,0,0.14566156724738968,0,0.07373476811810774,0,0,5頭展開,1000,202608051712,31.955,12.877887562006116,1
1-3-4,2026-08-05,2000,0,5,1.099311736787114,0,0.15504527807702848,0,0.01630664279604394,0,0,5頭展開,1230,202608052110,53.308,7.090262602134596,1
1-4-6,2026-08-06,2000,0,3,0.610615563848911,0,0.27584216069899403,0,0.0,0,0,3まくり,7370,202608060203,71.04100000000001,2.213641171826631,1
1-5-6,2026-08-06,2000,0,3,2.330749206766335,0,0.22329355908320017,0,0.14099832988308653,0,0,3まくり,2080,202608060211,63.147666666666666,10.438049428456141,1
5-1-3,2026-08-06,2000,0,3,0.7258923039848126,0,0.2262863312645052,0,0.0,0,0,3まくり,3180,202608061204,63.59600000000001,3.20784865762095,5
3-6-1,2026-08-06,2000,2530,3,0.34622387515840014,1,0.18014476319855943,0,0.0,0,0,3まくり,2530,202608061407,33.79933333333334,1.9219202879452275,3
3-5-4,2026-08-06,2000,2320,3,0.21714500616029775,1,0.19346531398260997,0,0.0,0,0,3まくり,2320,202608061703,51.101000000000006,1.1223976106632545,3
3-1-5,2026-08-06,2000,710,3,0.40615775655417014,1,0.2008198417670102,0,0.0,0,0,3まくり,710,202608061706,51.987000000000016,2.022498140524339,3
4-3-6,2026-08-06,2000,0,3,0.24434860196802502,0,0.16094171979085956,0,0.0,0,0,3まくり,3420,202608062406,45.731,1.5182427669192984,4
4-5-1,2026-08-06,2000,0,5,0.650047549023033,0,0.13835287909674945,0,0.0,0,0,5頭展開,3570,202608060404,46.72833333333334,4.6984750390951975,4
1-2-4,2026-08-06,2000,0,5,0.25617339775449005,0,0.12353139789988339,0,0.0,0,0,5頭展開,5980,202608061005,44.14633333333333,2.0737513062234347,1
1-3-4,2026-08-06,2000,0,5,1.8238827630279113,0,0.19609431880054085,0,0.09925044606404582,0,0,5頭展開,1530,202608061012,62.021,9.30104846577983,1
4-5-1,2026-08-06,2000,0,5,1.2440161328964872,0,0.16288501168599093,0,0.03676387616509651,0,0,5頭展開,2400,202608061210,55.401,7.637388609424031,4
1-3-2,2026-08-06,2000,0,5,0.6199606568229323,0,0.12048959906381161,0,0.0,0,0,5頭展開,2940,202608061408,39.60033333333333,5.145345835988711,1
1-3-4,2026-08-06,2000,0,5,2.6663920519700333,0,0.13733547174670635,0,0.09049016157323679,0,0,5頭展開,1380,202608061810,46.650000000000006,19.415173793466654,1
1-2-5,2026-08-06,2000,0,5,1.1941207908935256,0,0.1488952003386054,0,0.027653029461931565,0,0,5頭展開,890,202608061912,48.58866666666667,8.019874302045686,1
3-4-6,2026-08-07,2000,15920,3,0.9756113664332989,1,0.2728981768997983,0,0.0,0,0,3まくり,15920,202608071003,70.79866666666668,3.575001407178767,3
1-3-5,2026-08-07,2000,0,3,0.4717833738980548,0,0.1839695201763471,0,0.0,0,0,3まくり,530,202608071210,34.99600000000001,2.5644648822577722,1
2-1-3,2026-08-07,2000,0,3,2.039608047293117,0,0.21450406252672838,0,0.12218490093779316,0,0,3まくり,27720,202608071707,53.085666666666675,9.508482139068906,2
5-2-1,2026-08-07,2000,6090,5,0.7667988993680578,1,0.14246476361378593,0,0.0,0,0,5頭展開,6090,202608070401,49.995000000000005,5.382375823447874,5
2-1-3,2026-08-07,2000,0,5,0.6106287134585731,0,0.11589971306654336,0,0.0,0,0,5頭展開,9520,202608070405,44.72166666666667,5.26859555819593,2
3-4-2,2026-08-07,2000,0,5,0.5755034056709826,0,0.17949856619299706,0,0.0,0,0,5頭展開,9810,202608071201,59.248999999999995,3.2061727170132412,3
4-6-5,2026-08-07,2000,0,5,2.486255564043171,0,0.17120675548462003,0,0.1099143102296971,0,0,5頭展開,8050,202608071802,58.294000000000004,14.521947787664946,4
5-1-2,2026-08-07,2000,1330,5,0.5082671925997263,1,0.1644538221124951,0,0.0,0,0,5頭展開,1330,202608072002,57.58000000000001,3.090637761231507,5
1-5-2,2026-08-07,2000,0,5,1.5412095763452063,0,0.2384614771107752,0,0.09906568666468703,0,0,5頭展開,1920,202608072006,71.292,6.463138595879999,1
5-4-2,2026-08-07,2000,26400,5,0.7176664460704046,1,0.1845759614499591,0,0.0,0,0,5頭展開,26400,202608072402,65.94166666666668,3.888190208696126,5
2-3-1,2026-08-08,2000,0,3,0.5615466480862211,0,0.2178100541194186,0,0.0,0,0,3まくり,4620,202608080402,61.936000000000014,2.578148425500791,2
1-3-6,2026-08-08,2000,0,3,0.6670558088130574,0,0.31162180742711815,0,0.0,0,0,3まくり,490,202608080508,75.91766666666666,2.140594120548087,1
1-3-2,2026-08-08,2000,0,3,0.5999277410161363,0,0.18595731430968235,0,0.0,0,0,3まくり,530,202608081003,33.26233333333333,3.2261583430757237,1
3-1-6,2026-08-08,2000,3440,3,1.2795283880824668,1,0.20949579330573104,0,0.05472732484848024,0,0,3まくり,3440,202608081203,52.40600000000001,6.107656711823166,3
1-3-4,2026-08-08,2000,0,3,1.1041362171719484,0,0.272849291206151,0,0.034180127410574704,0,0,3まくり,490,202608081706,70.24600000000002,4.046688969910937,1
,2026-08-08,2000,0,3,0.33264478653979446,0,0.19951991804038466,0,0.0,0,0,3まくり差し,0,202608080208,51.146,1.6672259582247027,5
3-1-5,2026-08-08,2000,1110,3,0.6774425782794405,1,0.28948303727864316,0,0.0,0,0,3まくり差し,1110,202608081902,72.84100000000001,2.3401805668750297,3
4-3-5,2026-08-08,2000,0,5,0.4183659903559339,0,0.16137582025744523,0,0.0,0,0,5頭展開,33170,202608080204,50.20500000000001,2.592494896004299,4
1-4-2,2026-08-08,2000,0,5,0.5722180346156194,0,0.13240821406736797,0,0.0,0,0,5頭展開,2570,202608080211,45.66766666666667,4.32162036657696,1
5-4-1,2026-08-08,2000,8500,5,0.9455074396716598,1,0.11260245882342122,0,0.0,0,0,5頭展開,8500,202608080405,42.349666666666664,8.396863172893655,5
1-3-5,2026-08-08,2000,0,5,1.5548255494729615,0,0.1713673375472605,0,0.06872558664712564,0,0,5頭展開,3460,202608080412,54.66966666666666,9.07305657966568,1
1-2-5,2026-08-08,2000,0,5,1.0772950156832328,0,0.2127606005263772,0,0.01902218542853106,0,0,5頭展開,4060,202608081007,67.449,5.063414057950425,1
3-1-6,2026-08-08,2000,0,5,1.5802207362183454,0,0.1396842748467142,0,0.05626217382412886,0,0,5頭展開,23420,202608081210,35.473000000000006,11.31280337713345,3
2-1-4,2026-08-08,2000,0,5,1.0374793391909019,0,0.17462223089656698,0,0.0075849474485778935,0,0,5頭展開,4140,202608081405,55.72966666666667,5.941278689798817,2
5-1-4,2026-08-08,2000,2300,5,0.4095500823403854,1,0.14903699166893022,0,0.0,0,0,5頭展開,2300,202608081603,48.084333333333326,2.747976041076817,5
4-6-1,2026-08-08,2000,0,5,2.9012596992060544,0,0.20749950103933212,0,0.14645343679809983,0,0,5頭展開,49660,202608081612,65.855,13.982008075557312,4
5-2-1,2026-08-08,2000,17620,5,1.844485198557869,1,0.17437632370247036,0,0.08817282906686058,0,0,5頭展開,17620,202608081710,55.60433333333334,10.57761259897314,5
4-5-1,2026-08-08,2000,0,5,1.6065135681729341,0,0.20092962733841901,0,0.08670171996723906,0,0,5頭展開,9490,202608081807,60.234,7.995404109654458,4
1-3-5,2026-08-08,2000,0,5,1.5868490546107668,0,0.13765218003646948,0,0.05574194447751805,0,0,5頭展開,1270,202608081808,46.658,11.527961665339031,1
1-5-4,2026-08-09,2000,0,3,0.5200710972393857,0,0.3000341095028342,0,0.0,0,0,3まくり,19670,202608090303,74.231,1.733373242466197,1
1-3-4,2026-08-09,2000,0,3,0.5663015614511385,0,0.21619392604605814,0,0.0,0,0,3まくり,1170,202608090307,57.966,2.6194147625150817,1
1-3-5,2026-08-09,2000,0,3,0.935020315453885,0,0.1889830566309158,0,0.0,0,0,3まくり,1150,202608091208,49.29900000000001,4.94764097968836,1
1-5-3,2026-08-09,2000,0,3,0.4578721442680593,0,0.1633238081212749,0,0.0,0,0,3まくり,890,202608091305,45.796,2.803462333722158,1
3-1-4,2026-08-09,2000,1940,3,0.7596992387142094,1,0.18086767758210023,0,0.0,0,0,3まくり,1940,202608091311,35.296,4.2003040502876114,3
3-5-1,2026-08-09,2000,13450,3,0.25122512291215926,1,0.21811232795738023,0,0.0,0,0,3まくり,13450,202608092307,62.35433333333333,1.1518153295821472,3
5-1-4,2026-08-09,2000,4250,5,0.9281705251845851,1,0.17153977814901442,0,0.0,0,0,5頭展開,4250,202608090310,50.13700000000001,5.410818034160538,5
1-4-5,2026-08-09,2000,0,5,0.5972887088141839,0,0.19291798639721938,0,0.0,0,0,5頭展開,1570,202608090502,58.401,3.0960757986783185,1
2-4-1,2026-08-09,2000,0,5,1.5903536703705237,0,0.2576235837180376,0,0.11411840232703407,0,0,5頭展開,7320,202608090503,73.013,6.173168028401952,2
2-4-5,2026-08-09,2000,0,5,1.669036293799737,0,0.18867859929910172,0,0.08527184427340612,0,0,5頭展開,2610,202608090506,57.67966666666666,8.845922643054532,2
5-4-1,2026-08-09,2000,4800,5,1.1949187010638298,1,0.22895101798880746,0,0.04619909735650434,0,0,5頭展開,4800,202608090907,70.10133333333334,5.2191019352543115,5
1-2-3,2026-08-09,2000,0,5,3.868659095368965,0,0.20008155917668263,0,0.1564545873394649,0,0,5頭展開,380,202608090910,65.36133333333335,19.335410576007824,1
1-2-3,2026-08-09,2000,0,5,2.432368242879062,0,0.1688488160820968,0,0.10684851172051232,0,0,5頭展開,1280,202608091203,48.997,14.405598447882564,1
2-4-5,2026-08-09,2000,0,5,2.4074688829190602,0,0.20003601729137777,0,0.12754384252615367,0,0,5頭展開,1330,202608091301,65.347,12.035177042203742,2
3-1-2,2026-08-09,2000,0,5,2.453889763808065,0,0.2547224635185416,0,0.16839936746641576,0,0,5頭展開,5820,202608091310,72.239,9.633582095241643,3
3-5-1,2026-08-09,2000,0,5,1.3429727345369984,0,0.14128746039297913,0,0.04032482355355913,0,0,5頭展開,39430,202608091511,44.702999999999996,9.505250719360609,3
4-1-6,2026-08-09,2000,0,5,0.8662679146292054,0,0.15794493300193724,0,0.0,0,0,5頭展開,10400,202608091603,47.49366666666666,5.484619849239357,4
2-6-1,2026-08-09,2000,0,5,1.343513098263315,0,0.15556564918409657,0,0.04498417684721117,0,0,5頭展開,9830,202608091810,30.682,8.63630952790484,2
1-3-2,2026-08-09,2000,0,5,2.6261692805835013,0,0.14398266673935092,0,0.09432819767946961,0,0,5頭展開,820,202608091811,35.246,18.239482154734677,1
1-3-2,2026-08-09,2000,0,5,3.4905436937078846,0,0.17259975068234218,0,0.12955831321413958,0,0,5頭展開,930,202608091812,52.406,20.223341458540038,1
4-3-1,2026-08-09,2000,0,5,1.5006556597286576,0,0.2653419725643366,0,0.107539454721698,0,0,5頭展開,27230,202608092404,74.42166666666668,5.655553266699253,4
2-5-3,2026-08-10,2000,0,3,0.45889373484363155,0,0.1608219734894492,0,0.0,0,0,3まくり,18250,202608100304,45.49100000000001,2.8534268351938703,2
3-1-6,2026-08-10,2000,1200,3,0.5319575996753806,1,0.23980095080107874,0,0.0,0,0,3まくり,1200,202608100512,65.64633333333333,2.218329818536264,3
3-4-1,2026-08-10,2000,10230,3,0.6048244826755774,1,0.22874192706494886,0,0.0,0,0,3まくり,10230,202608100808,64.08500000000001,2.6441347698528563,3
1-4-3,2026-08-10,2000,0,3,0.8458036016687478,0,0.16080791262767258,0,0.0,0,0,3まくり,450,202608101307,45.470000000000006,5.259713827808234,1
1-3-6,2026-08-10,2000,0,3,1.4433540943865448,0,0.3163221814662057,0,0.12443545980426783,0,0,3まくり,2480,202608101310,81.47200000000001,4.562924065888644,1
2-1-4,2026-08-10,2000,0,3,0.42926315162170475,0,0.2218919774760976,0,0.0,0,0,3まくり,11540,202608101405,62.556,1.9345591332518788,2
1-3-5,2026-08-10,2000,0,3,0.930759684737582,0,0.21499703785905933,0,0.0,0,0,3まくり差し,2370,202608101608,53.05900000000002,4.329174457499915,1
3-1-5,2026-08-10,2000,2640,3,0.9345343546329298,1,0.26831273904451436,0,0.0,0,0,3まくり,2640,202608102007,69.77033333333335,3.483004042077503,3
1-3-2,2026-08-10,2000,0,3,1.384524323213733,0,0.24478669511129078,0,0.08258605835985894,0,0,3まくり,1160,202608102105,66.47933333333333,5.656044020628929,1
1-3-6,2026-08-10,2000,0,3,0.24608452466277692,0,0.2339495388608707,0,0.0,0,0,3まくり,4220,202608102307,64.82033333333334,1.0518700992572714,1
1-2-4,2026-08-10,2000,0,3,1.0536331468097027,0,0.17711607470842686,0,0.010837544115852362,0,0,3まくり差し,1290,202608101801,38.88900000000001,5.948828464859676,1
1-2-4,2026-08-10,2000,0,5,2.86614725681434,0,0.17357518386952567,0,0.12030016075851903,0,0,5頭展開,860,202608100507,51.285000000000004,16.512425295592873,1
5-4-2,2026-08-10,2000,13650,5,0.8903286274717491,1,0.12692332577774917,0,0.0,0,0,5頭展開,13650,202608100511,39.293,7.014696644734721,5
1-3-5,2026-08-10,2000,0,5,2.291011154949734,0,0.1737852990381196,0,0.10596826927937052,0,0,5頭展開,860,202608100811,51.69300000000001,13.182997455079349,1
1-3-5,2026-08-10,2000,0,5,0.5854637651978414,0,0.14040936929933673,0,0.0,0,0,5頭展開,1860,202608101301,31.899,4.169691581974844,1
1-3-2,2026-08-10,2000,0,5,1.1922843317381449,0,0.12474885417171919,0,0.022469745093802507,0,0,5頭展開,910,202608101410,41.53900000000001,9.557477218163003,1
4-1-5,2026-08-10,2000,0,5,0.3860809717495949,0,0.1795991230139401,0,0.0,0,0,5頭展開,2030,202608101607,55.175000000000004,2.1496818317961837,4
1-3-6,2026-08-10,2000,0,5,4.192046266608113,0,0.16918528608995992,0,0.13424457455622113,0,0,5頭展開,3330,202608101805,48.73799999999999,24.777841876740393,1
1-3-6,2026-08-10,2000,0,5,2.2524691362910785,0,0.14791798677253723,0,0.08802956068675141,0,0,5頭展開,2340,202608101807,45.962,15.227824454877428,1
1-3-2,2026-08-10,2000,0,5,4.644727952926691,0,0.1256532843029415,0,0.10134199393865016,0,0,5頭展開,1050,202608101812,41.722,36.96463629019492,1
5-4-2,2026-08-10,2000,1200,5,0.30588312281537516,1,0.21275123721342898,0,0.0,0,0,5頭展開,1200,202608102305,68.28833333333334,1.4377501481155552,5
4-6-1,2026-08-10,2000,0,5,1.6250996597645455,0,0.12558596585558854,0,0.05235280267623657,0,0,5頭展開,12090,202608102410,40.61366666666667,12.940137448425165,4
1-2-4,2026-08-10,2000,0,5,2.6405743089071616,0,0.17858745401167356,0,0.11900388028559485,0,0,5頭展開,680,202608102411,56.80833333333333,14.785889207729888,1
3-4-6,2026-08-11,2000,4650,3,0.6233627106638521,1,0.21998444339649242,0,0.0,0,0,3まくり,4650,202608110509,59.595333333333336,2.833667240461747,3
3-1-5,2026-08-11,2000,1420,3,0.5885879227895233,1,0.31244738161079655,0,0.0,0,0,3まくり,1420,202608110707,79.85100000000001,1.8837985447505021,3
1-3-4,2026-08-11,2000,0,3,0.805008490955348,0,0.31507223609616614,0,0.0,0,0,3まくり,490,202608110709,83.37866666666667,2.5549965967475594,1
1-3-2,2026-08-11,2000,0,3,1.7442198668008209,0,0.21975522342172224,0,0.10728107326988275,0,0,3まくり,2260,202608111311,60.896,7.937103107913699,1
1-6-2,2026-08-11,2000,0,3,0.4765043771697301,0,0.16247372963017123,0,0.0,0,0,3まくり,67240,202608111903,43.046,2.9328087577872877,1
1-6-3,2026-08-11,2000,0,3,0.4295718638010863,0,0.19566498542205712,0,0.0,0,0,3まくり差し,17050,202608110104,50.55500000000001,2.1954457660090934,1
5-3-1,2026-08-11,2000,58150,5,2.8223132394749926,1,0.17721283146864256,0,0.12208885833319287,0,0,5頭展開,58150,202608110111,58.36566666666667,15.926122369837508,5
2-6-5,2026-08-11,2000,0,5,2.4762479847315375,0,0.24089611747629835,0,0.15909012498810823,0,0,5頭展開,54620,202608110412,69.96166666666667,10.279318781362985,2
5-4-1,2026-08-11,2000,3080,5,1.526026943079484,1,0.2099836267283335,0,0.0839311623654614,0,0,5頭展開,3080,202608110708,66.03333333333335,7.267361588405093,5
5-6-4,2026-08-11,2000,3230,5,0.6954615477295184,1,0.14226906867524028,0,0.0,0,0,5頭展開,3230,202608111303,45.967,4.888353836890989,5
1-3-4,2026-08-11,2000,0,5,1.1648277935913773,0,0.14201596850959453,0,0.022886104921897337,0,0,5頭展開,7750,202608111310,45.831,8.202090270663346,1
1-4-3,2026-08-11,2000,0,5,2.003900135887075,0,0.16958542274035204,0,0.09281222448543311,0,0,5頭展開,2080,202608111604,54.66700000000001,11.816464549286149,1
3-1-6,2026-08-11,2000,0,5,2.4246412215768762,0,0.14115970444090314,0,0.088068124161718,0,0,5頭展開,57600,202608111911,33.97666666666667,17.176581880645394,3
2-1-5,2026-08-11,2000,0,5,2.9587073310738603,0,0.1885610998346176,0,0.13332726064652217,0,0,5頭展開,4880,202608112010,60.266666666666666,15.690974085688252,2
1-5-6,2026-08-11,2000,0,5,2.3402856437147235,0,0.12810164062104415,0,0.07761234581778939,0,0,5頭展開,5140,202608112011,41.489333333333335,18.268974795083682,1
1-3-2,2026-08-11,2000,0,5,1.4598003550071077,0,0.16785582203736746,0,0.059739535710082343,0,0,5頭展開,1850,202608112112,54.36133333333333,8.696751398245407,1
2-4-6,2026-08-12,2000,0,3,0.6311171472504978,0,0.2552993841773887,0,0.0,0,0,3まくり,14800,202608120301,67.57,2.4720668609681455,2
5-1-6,2026-08-12,2000,0,3,0.3525664373574111,0,0.18290236393058504,0,0.0,0,0,3まくり,6630,202608120605,48.96300000000001,1.9276209983333887,5
3-2-6,2026-08-12,2000,5880,3,0.7698932747395556,1,0.19092795166601587,0,0.0,0,0,3まくり,5880,202608120704,49.96300000000001,4.032375919929761,3
6-5-3,2026-08-12,2000,0,3,0.5932639171649732,0,0.25119802173781114,0,0.0,0,0,3まくり,8990,202608121306,66.80300000000001,2.3617380147372122,6
3-1-6,2026-08-12,2000,960,3,0.5188637769125662,1,0.21841177465287465,0,0.0,0,0,3まくり,960,202608121308,53.803000000000004,2.3756218168054577,3
5-1-6,2026-08-12,2000,0,3,1.3852281145633338,0,0.1794397531220459,0,0.057327836279900665,0,0,3まくり,11240,202608121312,37.907000000000004,7.71973930225579,5
1-4-5,2026-08-12,2000,0,3,1.175248405586162,0,0.2639618889786594,0,0.0507621909640803,0,0,3まくり,4700,202608121905,68.50933333333334,4.452341245675726,1
3-1-5,2026-08-12,2000,1300,3,0.507509025604755,1,0.27208447288328086,0,0.0,0,0,3まくり,1300,202608121909,69.58133333333335,1.8652627260448884,3
3-1-4,2026-08-12,2000,3570,3,0.7686758388218489,1,0.3051017545286356,0,0.0,0,0,3まくり,3570,202608122410,91.59766666666667,2.519408123396105,3
2-4-3,2026-08-12,2000,0,5,0.48204086593087064,0,0.13738975275116702,0,0.0,0,0,5頭展開,4770,202608120304,42.169000000000004,3.5085649131629,2
1-2-4,2026-08-12,2000,0,5,1.107115250070703,0,0.16746472810398,0,0.0190901040435067,0,0,5頭展開,770,202608120307,53.276999999999994,6.611035425819863,1
1-4-6,2026-08-12,2000,0,5,1.0018389119204398,0,0.13417559561301934,0,0.0002843696368943584,0,0,5頭展開,4830,202608120608,41.29566666666667,7.466625412343086,1
2-1-3,2026-08-12,2000,0,5,1.274554283348671,0,0.22641130841906243,0,0.0593069800703528,0,0,5頭展開,16940,202608121301,66.147,5.629375547751401,2
1-2-4,2026-08-12,2000,0,5,3.250984726456414,0,0.14158418756498248,0,0.1024968767227848,0,0,5頭展開,660,202608121307,36.415,22.961495788251913,1
4-3-6,2026-08-12,2000,0,5,0.6281997800622067,0,0.1397603435757441,0,0.0,0,0,5頭展開,44770,202608121604,38.638999999999996,4.494835687934248,4
